cnum,vin,type,date,lng,lat
鄂W795T7,LFV3B2FY7R3305483,奥迪Q5L/自动/SUV/2.0T,2024/11/15 10:24,34.37375,108.93483
浙AU77K7,LFV3B2FY7R3331176,奥迪Q5L（浙A牌）/自动/SUV/2.0T,2024/11/15 10:25,30.28948,120.20851
鄂W665P2,LFV3B2FY8R3320476,奥迪Q5L/自动/SUV/2.0T,2024/11/15 11:27,29.61552,106.54477
鄂W392R8,LFV3B2FY8R3320512,奥迪Q5L/自动/SUV/2.0T,2024/11/15 11:30,26.57094,108.12019
鄂W595R0,LFV3B2FY8R3320543,奥迪Q5L/自动/SUV/2.0T,2024/11/15 10:33,25.37878,98.436
鄂W38Z75,LFV3B2FY8R3320638,奥迪Q5L/自动/SUV/2.0T,2024/11/15 11:29,30.08687,100.48212
京EGR413,LFV3B2FY8R3320705,奥迪Q5L（京牌）/自动/SUV/2.0T,2024/11/15 11:26,39.7187,116.70379
京LJQ539,LFV3B2FY9R3320356,奥迪Q5L（京牌）/自动/SUV/2.0T,2024/11/15 10:57,40.02322,116.46004
鄂W003S9,LFV3B2FY9R3330112,奥迪Q5L/自动/SUV/2.0T,2024/11/15 10:43,40.85653,111.81324
粤B231C1,LFV3B2FYXR3319054,奥迪Q5L（深牌）/自动/SUV/2.0T,2024/11/15 11:29,22.60629,113.56593
鄂W717S7,LFV3B2FYXR3329177,奥迪Q5L/自动/SUV/2.0T,2024/11/15 11:20,30.89685,103.59153
粤A56K0S,LSV2D7G61RN010419,奥迪Q6（粤A牌）/自动/SUV/2.0T,2024/11/15 11:01,23.37359,113.13989
鄂A57A8V,LSV2D7G61RN010470,奥迪Q6/自动/SUV/2.0T,2024/11/15 11:21,30.66719,104.08152
鄂AW7663,LSV2D7G62RN010445,奥迪Q6/自动/SUV/2.0T,2024/11/15 10:51,18.67289,110.35447
鄂A3Z3L8,LSV2D7G62RN010462,奥迪Q6/自动/SUV/2.0T,2024/11/15 11:27,39.41197,75.89913
鄂AW9981,LSV2D7G63RN010485,奥迪Q6/自动/SUV/2.0T,2024/11/15 11:24,31.10581,114.42112
浙A121W9,LSV2D7G65RN010472,奥迪Q6（浙A牌）/自动/SUV/2.0T,2024/11/15 10:44,42.27913,118.90468
粤BA7Y80,LSV2D7G68RN010403,奥迪Q6（深牌）/自动/SUV/2.0T,2024/11/15 10:54,25.43363,119.01531
鄂A1Q701,LSV2D7G68RN010417,奥迪Q6/自动/SUV/2.0T,2024/11/15 11:14,28.78395,115.85764
鄂AW7M61,LSV2D7G69RN010426,奥迪Q6/自动/SUV/2.0T,2024/11/15 11:30,25.90695,100.1941
沪EQT306,LSV2D7G6XPN013512,奥迪Q6（沪牌）/自动/SUV/2.0T,2024/11/15 10:49,31.03275,121.22662
鄂W903N2,LSVCD6F20P2028731,奥迪A7L/自动/三厢/2.0T,2024/11/15 10:11,33.60557,119.01715
浙A9N2U1,LSVCD6F20P2028776,奥迪A7L（浙A牌）/自动/三厢/2.0T,2024/11/15 11:29,31.18076,118.38439
湘A6M9G2,LSVCD6F21P2028351,奥迪A7L/自动/三厢/2.0T,2024/11/15 11:29,29.13327,114.05851
京MPR195,LSVCD6F21P2028446,奥迪A7L（京牌）/自动/三厢/2.0T,2024/11/15 11:29,40.25364,116.55532
粤A00EQ6,LSVCD6F21P2028494,奥迪A7L（粤A牌）/自动/三厢/2.0T,2024/11/15 10:49,23.06446,113.24724
粤CL637E,LSVCD6F21P2028835,奥迪A7L/自动/三厢/2.0T,2024/11/15 10:48,31.57982,120.29949
粤CN570D,LSVCD6F21P2028916,奥迪A7L/自动/三厢/2.0T,2024/11/15 11:15,22.5293,114.02423
粤B3N90C,LSVCD6F22P2023630,奥迪A7L（深牌）/自动/三厢/2.0T,2024/11/15 11:05,22.54536,114.10183
鄂A3J8S2,LSVCD6F22P2028231,奥迪A7L/自动/三厢/2.0T,2024/11/15 11:24,23.12164,114.41246
京MPX391,LSVCD6F22P2028455,奥迪A7L（京牌）/自动/三厢/2.0T,2024/11/15 11:29,39.96523,116.45009
鄂A1H96Y,LSVCD6F22P2028522,奥迪A7L/自动/三厢/2.0T,2024/11/15 11:00,33.66782,116.87905
鄂A3Y6H5,LSVCD6F22P2028603,奥迪A7L/自动/三厢/2.0T,2024/11/15 11:25,30.44642,120.31495
鄂A2T97K,LSVCD6F22P2028892,奥迪A7L/自动/三厢/2.0T,2024/11/15 9:51,18.36737,109.74269
鄂A6U9Z1,LSVCD6F22P2029007,奥迪A7L/自动/三厢/2.0T,2024/11/15 10:14,27.84936,99.70356
陕U161ZS,LSVCD6F23P2028142,奥迪A7L/自动/三厢/2.0T,2024/11/15 11:29,37.39839,122.54703
鄂A9P7J8,LSVCD6F23P2028223,奥迪A7L/自动/三厢/2.0T,2024/11/15 11:27,31.98166,118.79141
鄂A9Z3E5,LSVCD6F24P2022740,奥迪A7L/自动/三厢/2.0T,2024/11/15 11:16,28.15952,99.77382
粤C279E5,LSVCD6F24P2028389,奥迪A7L/自动/三厢/2.0T,2024/11/15 9:45,23.04567,113.7768
浙A971Y3,LSVCD6F24P2028635,奥迪A7L（浙A牌）/自动/三厢/2.0T,2024/11/15 11:30,30.30931,120.14334
粤CE811C,LSVCD6F24P2029011,奥迪A7L/自动/三厢/2.0T,2024/11/15 11:08,22.80014,114.44327
鄂AW8132,LSVCD6F25P2028224,奥迪A7L/自动/三厢/2.0T,2024/11/15 11:11,25.69961,100.20358
浙A371XG,LSVCD6F25P2028532,奥迪A7L（浙A牌）/自动/三厢/2.0T,2024/11/15 11:29,32.54092,116.19866
鄂A0F79J,LSVCD6F26P2020651,奥迪A7L/自动/三厢/2.0T,2024/11/15 11:16,22.70418,113.46147
鄂A9Y397,LSVCD6F26P2021055,奥迪A7L/自动/三厢/2.0T,2024/11/15 10:59,27.71086,106.92532
鄂A3V752,LSVCD6F26P2028412,奥迪A7L/自动/三厢/2.0T,2024/11/15 11:29,34.45912,119.20004
鄂AP539N,LSVCD6F26P2028443,奥迪A7L/自动/三厢/2.0T,2024/11/15 10:44,25.45271,110.04454
鄂A14B72,LSVCD6F26P2028491,奥迪A7L/自动/三厢/2.0T,2024/11/15 11:09,26.55462,106.48837
沪EMR999,LSVCD6F26P2028507,奥迪A7L（沪牌）/自动/三厢/2.0T,2024/11/15 9:41,30.97422,120.61474
粤BH92Y7,LSVCD6F26P2028684,奥迪A7L（深牌）/自动/三厢/2.0T,2024/11/15 9:38,22.60705,114.06066
粤BH92Y7,LSVCD6F26P2028684,奥迪A7L（深牌）/自动/三厢/2.0T,,,
鄂AK0D61,LSVCD6F26P2028846,奥迪A7L/自动/三厢/2.0T,2024/11/15 9:53,26.3933,106.49148
鄂A7T66B,LSVCD6F26P2028877,奥迪A7L/自动/三厢/2.0T,2024/11/15 11:30,29.04543,111.68665
粤A1Q02F,LSVCD6F27P2020383,奥迪A7L（粤A牌）/自动/三厢/2.0T,2024/11/15 10:37,23.09948,113.35846
鄂A1K075,LSVCD6F27P2028399,奥迪A7L/自动/三厢/2.0T,2024/11/15 11:30,26.37238,112.71995
鄂AW9203,LSVCD6F27P2029004,奥迪A7L/自动/三厢/2.0T,2024/11/15 11:26,31.00074,104.22182
鄂A1H84A,LSVCD6F28P2022708,奥迪A7L/自动/三厢/2.0T,2024/11/15 10:24,28.23788,99.27613
鄂A9L94H,LSVCD6F28P2023602,奥迪A7L/自动/三厢/2.0T,2024/11/15 10:59,33.57058,119.02286
鄂AZ8G35,LSVCD6F28P2028265,奥迪A7L/自动/三厢/2.0T,2024/11/14 21:38,36.08897,120.37679
豫A59N2Z,LSVCD6F28P2028301,奥迪A7L/自动/三厢/2.0T,2024/11/15 11:29,34.14473,117.13388
沪FYK623,LSVCD6F28P2028458,奥迪A7L（沪牌）/自动/三厢/2.0T,2024/11/15 11:26,37.7298,115.6449
鄂A8832E,LSVCD6F28P2028489,奥迪A7L/自动/三厢/2.0T,2024/11/15 10:56,31.23945,121.48225
鄂A5Z9D8,LSVCD6F28P2028699,奥迪A7L/自动/三厢/2.0T,2024/11/14 21:33,31.99856,120.90174
粤A77L0K,LSVCD6F29P2028341,奥迪A7L（粤A牌）/自动/三厢/2.0T,2024/11/15 10:01,22.00098,100.79773
鄂A8C45Y,LSVCD6F29P2028582,奥迪A7L/自动/三厢/2.0T,2024/11/15 11:15,24.78314,108.89837
浙A263W7,LSVCD6F2XP2020314,奥迪A7L（浙A牌）/自动/三厢/2.0T,2024/11/15 11:25,29.28776,120.0468
粤A1QJ10,LSVCD6F2XP2028476,奥迪A7L（粤A牌）/自动/三厢/2.0T,2024/11/15 11:28,23.17227,113.23391
鄂AP152J,LSVCD6F2XP2028512,奥迪A7L/自动/三厢/2.0T,2024/11/15 11:21,26.73083,106.6874
鄂AP152J,LSVCD6F2XP2028512,奥迪A7L/自动/三厢/2.0T,,,
粤CK057H,LSVCD6F2XP2028882,奥迪A7L/自动/三厢/2.0T,2024/11/15 11:03,30.28242,108.93487
